'Time and date','Fc5.','Fc3.','Fc1.','Fcz.','Fc2.','Fc4.','Fc6.','C5..','C3..','C1..','Cz..','C2..','C4..','C6..','Cp5.','Cp3.','Cp1.','Cpz.','Cp2.','Cp4.','Cp6.','Fp1.','Fpz.','Fp2.','Af7.','Af3.','Afz.','Af4.','Af8.','F7..','F5..','F3..','F1..','Fz..','F2..','F4..','F6..','F8..','Ft7.','Ft8.','T7..','T8..','T9..','T10.','Tp7.','Tp8.','P7..','P5..','P3..','P1..','Pz..','P2..','P4..','P6..','P8..','Po7.','Po3.','Poz.','Po4.','Po8.','O1..','Oz..','O2..','Iz..','EDF Annotations'
'[16:17:04.063 12/08/2009]',33.000,35.000,51.000,48.000,42.000,40.000,36.000,-288.000,48.000,41.000,48.000,36.000,13.000,7.000,17.000,16.000,18.000,15.000,18.000,14.000,14.000,-22.000,-12.000,-14.000,-6.000,8.000,8.000,5.000,-5.000,13.000,15.000,15.000,14.000,15.000,22.000,15.000,11.000,11.000,20.000,10.000,17.000,6.000,16.000,8.000,24.000,10.000,17.000,21.000,21.000,19.000,18.000,21.000,17.000,17.000,11.000,14.000,17.000,19.000,15.000,-7.000,14.000,14.000,15.000,6.000,0.000
'[16:17:04.069 12/08/2009]',46.000,47.000,60.000,60.000,53.000,48.000,50.000,-308.000,55.000,49.000,54.000,42.000,22.000,24.000,25.000,27.000,27.000,26.000,26.000,23.000,23.000,-18.000,-10.000,-8.000,-5.000,11.000,11.000,7.000,-3.000,14.000,14.000,14.000,17.000,13.000,22.000,16.000,14.000,11.000,16.000,12.000,11.000,16.000,8.000,3.000,15.000,17.000,13.000,19.000,20.000,20.000,20.000,23.000,16.000,17.000,12.000,12.000,16.000,17.000,13.000,-8.000,12.000,13.000,12.000,6.000,0.000
'[16:17:04.075 12/08/2009]',33.000,35.000,44.000,40.000,34.000,34.000,37.000,-263.000,43.000,37.000,42.000,33.000,14.000,17.000,18.000,18.000,18.000,15.000,17.000,14.000,16.000,-26.000,-16.000,-13.000,-15.000,-5.000,1.000,-3.000,-12.000,-4.000,1.000,0.000,18.000,-1.000,7.000,-1.000,-4.000,-6.000,-5.000,-1.000,-7.000,3.000,-12.000,-1.000,-12.000,8.000,-6.000,1.000,1.000,1.000,3.000,5.000,-2.000,1.000,-3.000,-6.000,-3.000,-2.000,-5.000,-25.000,-6.000,-3.000,-5.000,-8.000,0.000
'[16:17:04.081 12/08/2009]',1.000,5.000,9.000,4.000,3.000,-2.000,-8.000,-269.000,7.000,2.000,5.000,-1.000,-13.000,-11.000,-4.000,-4.000,-6.000,-5.000,-7.000,-12.000,-8.000,-34.000,-26.000,-23.000,-23.000,-13.000,-11.000,-17.000,-21.000,-13.000,-11.000,-12.000,8.000,-10.000,-2.000,-15.000,-18.000,-12.000,-10.000,-15.000,-11.000,-14.000,-3.000,-3.000,-6.000,-10.000,-8.000,-4.000,-6.000,-7.000,-6.000,-6.000,-12.000,-8.000,-12.000,-6.000,-4.000,-3.000,-8.000,-27.000,-4.000,-3.000,-4.000,-7.000,0.000
'[16:17:04.088 12/08/2009]',3.000,3.000,2.000,-1.000,-3.000,-5.000,-5.000,-275.000,7.000,3.000,2.000,-2.000,-10.000,-8.000,10.000,8.000,1.000,6.000,0.000,-4.000,-1.000,-20.000,-9.000,-11.000,-6.000,6.000,3.000,-3.000,-6.000,12.000,6.000,6.000,16.000,7.000,11.000,0.000,-1.000,2.000,19.000,-1.000,18.000,-2.000,31.000,6.000,26.000,1.000,22.000,25.000,18.000,15.000,11.000,8.000,4.000,8.000,3.000,21.000,21.000,16.000,8.000,-11.000,17.000,15.000,12.000,7.000,0.000
'[16:17:04.094 12/08/2009]',27.000,23.000,24.000,17.000,10.000,10.000,15.000,-269.000,30.000,22.000,19.000,11.000,-2.000,-1.000,25.000,21.000,11.000,17.000,6.000,2.000,6.000,-16.000,-7.000,-8.000,-4.000,6.000,2.000,-5.000,-11.000,8.000,4.000,4.000,17.000,4.000,6.000,-3.000,-4.000,-8.000,16.000,-8.000,17.000,-7.000,25.000,-2.000,29.000,-3.000,22.000,23.000,17.000,14.000,7.000,3.000,1.000,3.000,-4.000,17.000,16.000,8.000,0.000,-21.000,12.000,10.000,4.000,9.000,0.000
'[16:17:04.100 12/08/2009]',7.000,6.000,0.000,1.000,-5.000,-8.000,-3.000,4.000,8.000,2.000,-1.000,-8.000,-7.000,1.000,12.000,11.000,2.000,5.000,-3.000,-3.000,3.000,-26.000,-17.000,-14.000,-14.000,0.000,-8.000,-11.000,-13.000,-10.000,-8.000,-8.000,2.000,-4.000,-1.000,-7.000,-5.000,-3.000,-1.000,-1.000,-3.000,-4.000,1.000,-1.000,3.000,-3.000,3.000,8.000,7.000,5.000,2.000,1.000,1.000,3.000,-6.000,3.000,4.000,3.000,-1.000,-23.000,4.000,4.000,2.000,6.000,0.000
'[16:17:04.106 12/08/2009]',-4.000,4.000,-1.000,-1.000,-1.000,4.000,16.000,-5.000,10.000,8.000,6.000,4.000,11.000,20.000,11.000,13.000,9.000,7.000,11.000,14.000,17.000,-20.000,-8.000,-7.000,-8.000,10.000,6.000,5.000,3.000,0.000,4.000,5.000,10.000,9.000,16.000,11.000,14.000,10.000,4.000,14.000,2.000,16.000,1.000,12.000,7.000,13.000,8.000,15.000,16.000,14.000,14.000,19.000,17.000,20.000,10.000,8.000,11.000,13.000,13.000,-10.000,10.000,9.000,11.000,6.000,0.000
'[16:17:04.113 12/08/2009]',17.000,25.000,24.000,18.000,16.000,24.000,27.000,-146.000,29.000,25.000,23.000,21.000,25.000,33.000,22.000,21.000,18.000,21.000,20.000,26.000,30.000,-16.000,-7.000,-6.000,-5.000,13.000,8.000,6.000,3.000,4.000,8.000,6.000,5.000,8.000,16.000,7.000,7.000,12.000,8.000,13.000,9.000,20.000,8.000,13.000,15.000,17.000,6.000,8.000,8.000,4.000,5.000,13.000,12.000,16.000,7.000,2.000,3.000,3.000,6.000,-16.000,-1.000,-3.000,3.000,-4.000,0.000
'[16:17:04.119 12/08/2009]',3.000,1.000,-7.000,-12.000,-8.000,-2.000,-5.000,195.000,-2.000,-8.000,-11.000,-9.000,7.000,18.000,5.000,1.000,-2.000,-4.000,1.000,9.000,15.000,-29.000,-23.000,-23.000,-16.000,-4.000,-10.000,-13.000,-14.000,-5.000,-7.000,-9.000,-5.000,-12.000,-6.000,-11.000,-11.000,-1.000,3.000,-1.000,5.000,2.000,6.000,1.000,9.000,6.000,0.000,-1.000,-4.000,-6.000,-4.000,3.000,4.000,8.000,2.000,-3.000,-2.000,1.000,3.000,-17.000,-4.000,-5.000,1.000,-9.000,0.000
'[16:17:04.125 12/08/2009]',2.000,-3.000,-10.000,-15.000,-12.000,-1.000,3.000,9.000,-1.000,-6.000,-8.000,-5.000,10.000,21.000,7.000,4.000,-2.000,0.000,7.000,15.000,21.000,-21.000,-12.000,-13.000,-4.000,5.000,-2.000,-5.000,-4.000,7.000,3.000,2.000,4.000,-3.000,4.000,-1.000,-1.000,7.000,15.000,8.000,13.000,10.000,16.000,6.000,15.000,14.000,10.000,11.000,7.000,7.000,10.000,15.000,16.000,18.000,11.000,6.000,9.000,13.000,12.000,-8.000,7.000,7.000,10.000,2.000,0.000
'[16:17:04.131 12/08/2009]',20.000,15.000,11.000,9.000,5.000,13.000,15.000,-170.000,15.000,10.000,10.000,11.000,16.000,27.000,14.000,11.000,8.000,15.000,14.000,18.000,23.000,-15.000,-7.000,-9.000,3.000,12.000,0.000,-4.000,-3.000,11.000,5.000,3.000,3.000,-1.000,2.000,-4.000,-4.000,-3.000,11.000,-2.000,3.000,2.000,7.000,2.000,-2.000,6.000,-1.000,2.000,-2.000,-2.000,2.000,4.000,4.000,7.000,1.000,-6.000,-2.000,0.000,-5.000,-22.000,-6.000,-4.000,-4.000,-6.000,0.000
'[16:17:04.138 12/08/2009]',-4.000,-8.000,-16.000,-15.000,-19.000,-14.000,-11.000,86.000,-13.000,-16.000,-16.000,-13.000,-8.000,2.000,-9.000,-13.000,-14.000,-10.000,-10.000,-10.000,-3.000,-29.000,-23.000,-23.000,-15.000,-12.000,-20.000,-23.000,-18.000,-14.000,-20.000,-22.000,2.000,-22.000,-22.000,-24.000,-24.000,-30.000,-14.000,-21.000,-14.000,-17.000,-6.000,-18.000,-13.000,-12.000,-21.000,-18.000,-22.000,-21.000,-17.000,-15.000,-17.000,-13.000,-15.000,-21.000,-16.000,-15.000,-19.000,-35.000,-17.000,-15.000,-15.000,-17.000,0.000
'[16:17:04.144 12/08/2009]',-18.000,-20.000,-21.000,-21.000,-23.000,-18.000,-8.000,-141.000,-18.000,-20.000,-17.000,-17.000,-16.000,-9.000,-16.000,-18.000,-18.000,-17.000,-11.000,-12.000,-4.000,-17.000,-11.000,-12.000,-7.000,-3.000,-11.000,-13.000,-4.000,-5.000,-11.000,-11.000,6.000,-10.000,-4.000,-12.000,-12.000,-15.000,-1.000,-8.000,-1.000,-5.000,6.000,0.000,6.000,1.000,-7.000,-4.000,-6.000,-4.000,-1.000,3.000,-1.000,2.000,1.000,-5.000,-2.000,1.000,0.000,-17.000,-1.000,2.000,3.000,1.000,0.000
'[16:17:04.150 12/08/2009]',7.000,4.000,3.000,3.000,-1.000,-2.000,-1.000,22.000,2.000,-1.000,1.000,-3.000,-1.000,5.000,5.000,5.000,3.000,6.000,4.000,2.000,8.000,10.000,15.000,11.000,18.000,26.000,8.000,3.000,16.000,13.000,7.000,6.000,1.000,4.000,11.000,-3.000,-5.000,6.000,12.000,-2.000,7.000,-2.000,13.000,-1.000,12.000,1.000,-2.000,-1.000,-5.000,-3.000,-2.000,0.000,-3.000,-1.000,-5.000,-6.000,-6.000,-7.000,-7.000,-25.000,-7.000,-7.000,-6.000,-5.000,0.000
'[16:17:04.156 12/08/2009]',-2.000,-3.000,-11.000,-13.000,-16.000,-20.000,-23.000,258.000,-9.000,-15.000,-15.000,-19.000,-15.000,-12.000,-5.000,-7.000,-10.000,-6.000,-14.000,-15.000,-12.000,9.000,13.000,6.000,14.000,11.000,-1.000,-6.000,5.000,1.000,-3.000,-6.000,1.000,-8.000,-6.000,-17.000,-17.000,-15.000,-5.000,-21.000,-12.000,-22.000,-9.000,-25.000,-8.000,-24.000,-18.000,-17.000,-23.000,-23.000,-23.000,-21.000,-23.000,-23.000,-25.000,-22.000,-23.000,-25.000,-25.000,-43.000,-24.000,-28.000,-25.000,-26.000,0.000
'[16:17:04.163 12/08/2009]',-13.000,-14.000,-20.000,-24.000,-23.000,-26.000,-24.000,46.000,-17.000,-24.000,-24.000,-26.000,-23.000,-17.000,-15.000,-17.000,-20.000,-14.000,-21.000,-21.000,-17.000,18.000,22.000,17.000,19.000,8.000,3.000,2.000,15.000,3.000,0.000,-1.000,0.000,-1.000,-1.000,-8.000,-5.000,-4.000,-4.000,-10.000,-13.000,-8.000,-15.000,-11.000,-9.000,-13.000,-13.000,-13.000,-18.000,-20.000,-18.000,-13.000,-15.000,-13.000,-12.000,-16.000,-17.000,-17.000,-16.000,-32.000,-17.000,-17.000,-15.000,-12.000,0.000
'[16:17:04.169 12/08/2009]',3.000,1.000,-5.000,-10.000,-3.000,-6.000,-4.000,181.000,-5.000,-12.000,-13.000,-14.000,-7.000,-1.000,-4.000,-4.000,-10.000,1.000,-10.000,-8.000,-4.000,52.000,50.000,42.000,50.000,33.000,23.000,21.000,37.000,26.000,20.000,18.000,-3.000,13.000,16.000,8.000,13.000,18.000,10.000,3.000,-7.000,-3.000,-10.000,5.000,-3.000,-3.000,-7.000,-6.000,-12.000,-13.000,-12.000,-6.000,-8.000,-7.000,-7.000,-8.000,-12.000,-11.000,-11.000,-28.000,-10.000,-10.000,-12.000,-6.000,0.000
'[16:17:04.175 12/08/2009]',18.000,12.000,4.000,-2.000,5.000,5.000,8.000,169.000,1.000,-6.000,-4.000,-5.000,1.000,3.000,0.000,1.000,-4.000,4.000,-3.000,-3.000,1.000,83.000,76.000,62.000,74.000,48.000,40.000,37.000,53.000,36.000,32.000,30.000,-4.000,25.000,32.000,26.000,30.000,29.000,20.000,7.000,6.000,0.000,3.000,7.000,6.000,0.000,1.000,1.000,-5.000,-6.000,-4.000,2.000,-2.000,-1.000,-3.000,0.000,-4.000,-2.000,-4.000,-22.000,-3.000,-3.000,-5.000,-3.000,0.000
'[16:17:04.181 12/08/2009]',15.000,12.000,12.000,8.000,18.000,14.000,14.000,225.000,-3.000,-3.000,1.000,1.000,5.000,10.000,0.000,1.000,-1.000,-1.000,-1.000,-3.000,3.000,100.000,93.000,83.000,83.000,59.000,48.000,49.000,73.000,29.000,30.000,27.000,-12.000,31.000,35.000,32.000,38.000,50.000,11.000,16.000,1.000,4.000,-4.000,15.000,2.000,-3.000,-3.000,-4.000,-10.000,-12.000,-11.000,-8.000,-12.000,-9.000,-8.000,-7.000,-10.000,-10.000,-14.000,-29.000,-11.000,-8.000,-11.000,-7.000,0.000
'[16:17:04.188 12/08/2009]',4.000,3.000,6.000,3.000,10.000,9.000,11.000,135.000,-11.000,-11.000,-6.000,-10.000,-10.000,1.000,-10.000,-10.000,-12.000,-12.000,-17.000,-21.000,-12.000,126.000,118.000,110.000,104.000,70.000,55.000,59.000,97.000,41.000,33.000,30.000,-4.000,32.000,33.000,33.000,46.000,64.000,13.000,26.000,-6.000,8.000,-10.000,15.000,-7.000,-7.000,-8.000,-8.000,-13.000,-16.000,-18.000,-21.000,-25.000,-21.000,-15.000,-9.000,-11.000,-13.000,-22.000,-33.000,-11.000,-11.000,-14.000,-8.000,0.000
'[16:17:04.194 12/08/2009]',25.000,18.000,24.000,17.000,16.000,17.000,27.000,-221.000,10.000,4.000,8.000,-3.000,-16.000,-7.000,-1.000,0.000,-7.000,-1.000,-18.000,-26.000,-20.000,167.000,150.000,134.000,139.000,90.000,71.000,72.000,115.000,69.000,50.000,45.000,3.000,40.000,42.000,37.000,53.000,70.000,30.000,26.000,8.000,6.000,10.000,15.000,6.000,-8.000,4.000,7.000,3.000,1.000,-5.000,-7.000,-15.000,-14.000,-11.000,4.000,3.000,1.000,-10.000,-25.000,0.000,0.000,-3.000,-1.000,0.000
'[16:17:04.200 12/08/2009]',43.000,34.000,33.000,30.000,27.000,18.000,26.000,-2.000,27.000,20.000,19.000,9.000,-3.000,4.000,22.000,24.000,16.000,24.000,4.000,-5.000,-5.000,177.000,160.000,146.000,150.000,107.000,83.000,83.000,124.000,81.000,67.000,61.000,-3.000,55.000,57.000,48.000,62.000,77.000,46.000,31.000,25.000,12.000,22.000,29.000,21.000,4.000,16.000,21.000,20.000,20.000,16.000,17.000,8.000,5.000,4.000,12.000,14.000,16.000,10.000,-12.000,7.000,9.000,8.000,1.000,0.000
'[16:17:04.206 12/08/2009]',61.000,55.000,59.000,53.000,51.000,41.000,45.000,-21.000,53.000,48.000,48.000,38.000,21.000,20.000,34.000,36.000,34.000,34.000,27.000,20.000,18.000,181.000,167.000,157.000,153.000,114.000,95.000,95.000,129.000,86.000,77.000,73.000,6.000,70.000,66.000,63.000,74.000,83.000,54.000,41.000,35.000,25.000,24.000,29.000,31.000,21.000,20.000,26.000,25.000,27.000,28.000,32.000,25.000,21.000,15.000,13.000,17.000,23.000,20.000,-5.000,10.000,12.000,11.000,-1.000,0.000
'[16:17:04.213 12/08/2009]',75.000,73.000,87.000,78.000,81.000,71.000,73.000,-238.000,69.000,61.000,68.000,57.000,39.000,33.000,33.000,35.000,41.000,38.000,37.000,33.000,30.000,184.000,169.000,163.000,155.000,112.000,101.000,101.000,135.000,84.000,81.000,78.000,4.000,78.000,75.000,75.000,86.000,92.000,51.000,48.000,29.000,32.000,18.000,31.000,20.000,20.000,11.000,20.000,18.000,23.000,26.000,32.000,26.000,23.000,14.000,8.000,13.000,19.000,18.000,-8.000,7.000,10.000,8.000,3.000,0.000
'[16:17:04.219 12/08/2009]',62.000,60.000,62.000,60.000,73.000,68.000,71.000,112.000,43.000,38.000,44.000,47.000,54.000,51.000,23.000,27.000,36.000,35.000,40.000,44.000,40.000,180.000,165.000,158.000,153.000,106.000,101.000,103.000,136.000,81.000,80.000,77.000,-6.000,79.000,79.000,77.000,86.000,93.000,45.000,55.000,15.000,43.000,5.000,38.000,6.000,25.000,-1.000,10.000,8.000,13.000,20.000,29.000,26.000,24.000,18.000,-2.000,3.000,12.000,15.000,-10.000,-1.000,2.000,3.000,-3.000,0.000
'[16:17:04.225 12/08/2009]',42.000,42.000,35.000,33.000,49.000,52.000,48.000,143.000,20.000,17.000,22.000,33.000,52.000,47.000,12.000,10.000,19.000,24.000,31.000,39.000,38.000,152.000,138.000,138.000,126.000,82.000,81.000,84.000,116.000,59.000,59.000,55.000,-5.000,61.000,63.000,61.000,68.000,80.000,25.000,49.000,2.000,37.000,-8.000,36.000,2.000,22.000,-9.000,-4.000,-7.000,-2.000,6.000,16.000,18.000,18.000,13.000,-13.000,-10.000,-1.000,6.000,-17.000,-13.000,-11.000,-5.000,-16.000,0.000
'[16:17:04.231 12/08/2009]',23.000,24.000,23.000,23.000,41.000,43.000,37.000,137.000,5.000,5.000,13.000,24.000,45.000,43.000,-2.000,-4.000,8.000,10.000,25.000,34.000,36.000,129.000,117.000,122.000,105.000,70.000,68.000,73.000,104.000,43.000,43.000,41.000,-17.000,52.000,56.000,53.000,60.000,69.000,13.000,40.000,-1.000,30.000,-11.000,29.000,5.000,17.000,-13.000,-11.000,-14.000,-6.000,5.000,14.000,18.000,18.000,12.000,-17.000,-13.000,0.000,9.000,-14.000,-15.000,-11.000,-2.000,-15.000,0.000
'[16:17:04.238 12/08/2009]',1.000,5.000,10.000,14.000,32.000,34.000,28.000,308.000,-13.000,-7.000,3.000,13.000,35.000,34.000,-18.000,-17.000,-2.000,-10.000,16.000,23.000,25.000,100.000,90.000,97.000,77.000,44.000,48.000,54.000,84.000,19.000,21.000,18.000,-22.000,32.000,37.000,35.000,41.000,46.000,-5.000,22.000,-21.000,12.000,-28.000,11.000,-22.000,4.000,-26.000,-23.000,-24.000,-18.000,-7.000,1.000,5.000,5.000,1.000,-26.000,-22.000,-9.000,-2.000,-23.000,-23.000,-18.000,-12.000,-23.000,0.000
'[16:17:04.244 12/08/2009]',-18.000,-11.000,-5.000,1.000,13.000,16.000,14.000,271.000,-20.000,-12.000,-4.000,2.000,18.000,17.000,-20.000,-19.000,-6.000,-13.000,6.000,10.000,12.000,81.000,76.000,88.000,61.000,25.000,41.000,49.000,81.000,11.000,14.000,14.000,-9.000,27.000,33.000,32.000,40.000,49.000,-8.000,17.000,-22.000,11.000,-27.000,9.000,-26.000,5.000,-16.000,-11.000,-11.000,-8.000,-1.000,3.000,3.000,4.000,1.000,-14.000,-10.000,-4.000,-2.000,-23.000,-13.000,-12.000,-8.000,-20.000,0.000
'[16:17:04.250 12/08/2009]',-2.000,5.000,11.000,16.000,23.000,21.000,25.000,223.000,2.000,7.000,10.000,11.000,18.000,22.000,3.000,5.000,13.000,8.000,13.000,11.000,14.000,87.000,85.000,96.000,66.000,43.000,52.000,58.000,88.000,26.000,29.000,29.000,-5.000,39.000,43.000,40.000,50.000,59.000,6.000,26.000,-3.000,23.000,-3.000,22.000,4.000,15.000,2.000,8.000,8.000,8.000,9.000,8.000,5.000,5.000,5.000,3.000,6.000,5.000,2.000,-20.000,1.000,-1.000,1.000,-6.000,0.000
'[16:17:04.256 12/08/2009]',22.000,27.000,33.000,32.000,35.000,30.000,39.000,-30.000,27.000,26.000,27.000,21.000,10.000,15.000,14.000,15.000,18.000,15.000,10.000,3.000,6.000,80.000,78.000,85.000,63.000,41.000,48.000,50.000,77.000,33.000,31.000,30.000,5.000,33.000,31.000,27.000,36.000,50.000,15.000,24.000,4.000,17.000,5.000,24.000,11.000,8.000,6.000,12.000,12.000,11.000,7.000,3.000,-2.000,-1.000,0.000,8.000,10.000,7.000,-1.000,-20.000,5.000,5.000,3.000,1.000,0.000
'[16:17:04.263 12/08/2009]',46.000,48.000,63.000,54.000,50.000,41.000,43.000,-305.000,52.000,44.000,48.000,36.000,4.000,10.000,17.000,16.000,19.000,21.000,10.000,3.000,7.000,69.000,68.000,75.000,56.000,35.000,44.000,44.000,71.000,29.000,32.000,31.000,10.000,30.000,31.000,23.000,30.000,48.000,21.000,29.000,13.000,25.000,14.000,28.000,17.000,14.000,15.000,18.000,16.000,14.000,12.000,11.000,5.000,8.000,8.000,15.000,15.000,14.000,7.000,-11.000,11.000,13.000,11.000,11.000,0.000
'[16:17:04.269 12/08/2009]',39.000,39.000,49.000,43.000,41.000,34.000,39.000,-305.000,37.000,29.000,34.000,29.000,12.000,21.000,14.000,10.000,13.000,14.000,11.000,11.000,14.000,48.000,47.000,57.000,38.000,21.000,32.000,33.000,58.000,13.000,20.000,18.000,10.000,18.000,22.000,16.000,21.000,37.000,7.000,21.000,1.000,16.000,3.000,11.000,0.000,5.000,2.000,2.000,-1.000,-3.000,-3.000,-1.000,-4.000,-1.000,-2.000,-3.000,-3.000,-3.000,-6.000,-24.000,-8.000,-4.000,-6.000,-11.000,0.000
'[16:17:04.275 12/08/2009]',12.000,12.000,17.000,12.000,12.000,14.000,22.000,-263.000,8.000,1.000,8.000,7.000,-4.000,-4.000,-14.000,-19.000,-16.000,-14.000,-10.000,-6.000,-6.000,8.000,9.000,20.000,1.000,-13.000,1.000,3.000,22.000,-17.000,-9.000,-11.000,15.000,-8.000,-5.000,-7.000,-6.000,7.000,-23.000,-5.000,-35.000,-8.000,-33.000,-2.000,-39.000,-12.000,-26.000,-22.000,-24.000,-24.000,-20.000,-15.000,-13.000,-10.000,-11.000,-23.000,-19.000,-15.000,-14.000,-31.000,-23.000,-16.000,-14.000,-23.000,0.000
'[16:17:04.281 12/08/2009]',-4.000,-1.000,5.000,2.000,5.000,10.000,14.000,-213.000,-2.000,-7.000,1.000,4.000,1.000,3.000,-20.000,-23.000,-18.000,-13.000,-5.000,2.000,5.000,-4.000,2.000,13.000,-7.000,-14.000,1.000,5.000,21.000,-13.000,-7.000,-6.000,10.000,-1.000,6.000,3.000,5.000,20.000,-16.000,10.000,-23.000,13.000,-24.000,17.000,-21.000,13.000,-10.000,-6.000,-8.000,-8.000,-2.000,6.000,8.000,12.000,11.000,-2.000,1.000,5.000,9.000,-11.000,1.000,5.000,8.000,2.000,0.000
'[16:17:04.288 12/08/2009]',3.000,9.000,11.000,13.000,19.000,27.000,35.000,-120.000,6.000,7.000,13.000,22.000,31.000,33.000,2.000,1.000,7.000,3.000,20.000,29.000,33.000,14.000,22.000,32.000,10.000,7.000,23.000,31.000,41.000,11.000,12.000,13.000,9.000,20.000,31.000,29.000,34.000,39.000,4.000,33.000,3.000,30.000,2.000,26.000,15.000,26.000,11.000,10.000,8.000,6.000,11.000,20.000,20.000,20.000,19.000,11.000,12.000,12.000,14.000,-7.000,11.000,13.000,13.000,8.000,0.000
'[16:17:04.294 12/08/2009]',5.000,11.000,17.000,17.000,22.000,31.000,37.000,-221.000,7.000,9.000,15.000,22.000,22.000,23.000,-6.000,-6.000,3.000,-6.000,10.000,16.000,18.000,-8.000,-2.000,8.000,-12.000,-14.000,1.000,7.000,16.000,-17.000,-10.000,-10.000,9.000,-4.000,7.000,4.000,6.000,15.000,-25.000,10.000,-26.000,5.000,-27.000,13.000,-17.000,1.000,-13.000,-11.000,-11.000,-11.000,-8.000,-2.000,-1.000,-4.000,-5.000,-11.000,-7.000,-5.000,-7.000,-29.000,-10.000,-6.000,-6.000,-8.000,0.000
'[16:17:04.300 12/08/2009]',-21.000,-15.000,-10.000,-6.000,-6.000,-5.000,-7.000,63.000,-18.000,-15.000,-11.000,-8.000,-5.000,-1.000,-21.000,-22.000,-8.000,-18.000,-8.000,-6.000,-7.000,-30.000,-23.000,-11.000,-29.000,-32.000,-15.000,-12.000,-1.000,-33.000,-22.000,-22.000,-6.000,-17.000,-6.000,-12.000,-12.000,-2.000,-32.000,-6.000,-34.000,-12.000,-37.000,-4.000,-31.000,-18.000,-21.000,-15.000,-17.000,-14.000,-14.000,-11.000,-12.000,-16.000,-20.000,-18.000,-12.000,-10.000,-14.000,-38.000,-15.000,-14.000,-14.000,-17.000,0.000
'[16:17:04.306 12/08/2009]',-32.000,-24.000,-24.000,-20.000,-24.000,-21.000,-18.000,386.000,-26.000,-22.000,-21.000,-22.000,-14.000,-14.000,-17.000,-17.000,-6.000,-18.000,-12.000,-15.000,-17.000,-33.000,-24.000,-14.000,-31.000,-36.000,-14.000,-11.000,-7.000,-27.000,-20.000,-19.000,-4.000,-16.000,-8.000,-10.000,-9.000,-6.000,-25.000,-12.000,-26.000,-20.000,-29.000,-20.000,-23.000,-27.000,-12.000,-6.000,-10.000,-7.000,-12.000,-11.000,-13.000,-20.000,-24.000,-13.000,-5.000,-7.000,-14.000,-41.000,-11.000,-15.000,-16.000,-21.000,0.000
'[16:17:04.313 12/08/2009]',-24.000,-15.000,-16.000,-18.000,-20.000,-18.000,-16.000,329.000,-13.000,-13.000,-15.000,-15.000,-16.000,-18.000,-5.000,-4.000,1.000,-5.000,-9.000,-16.000,-17.000,-33.000,-23.000,-13.000,-29.000,-26.000,-10.000,-8.000,-8.000,-21.000,-13.000,-12.000,-6.000,-8.000,-3.000,-6.000,-5.000,-6.000,-16.000,-13.000,-16.000,-22.000,-18.000,-17.000,-13.000,-24.000,-3.000,2.000,-2.000,2.000,-6.000,-6.000,-12.000,-17.000,-18.000,-4.000,-1.000,-4.000,-13.000,-39.000,-5.000,-10.000,-13.000,-13.000,0.000
'[16:17:04.319 12/08/2009]',-14.000,-4.000,-7.000,-11.000,-13.000,-14.000,-17.000,271.000,-4.000,-8.000,-11.000,-14.000,-15.000,-13.000,6.000,4.000,4.000,6.000,-7.000,-14.000,-15.000,-32.000,-21.000,-11.000,-24.000,-18.000,-4.000,-4.000,-3.000,-18.000,-5.000,-4.000,-11.000,-1.000,4.000,-3.000,-3.000,-1.000,-7.000,-5.000,-5.000,-12.000,-4.000,-7.000,2.000,-13.000,5.000,6.000,2.000,4.000,-4.000,-5.000,-11.000,-15.000,-12.000,2.000,2.000,-2.000,-13.000,-33.000,-1.000,-5.000,-9.000,-5.000,0.000
'[16:17:04.325 12/08/2009]',-1.000,6.000,-2.000,-8.000,-14.000,-10.000,-6.000,52.000,7.000,-2.000,-5.000,-14.000,-12.000,-9.000,12.000,6.000,6.000,9.000,-4.000,-11.000,-10.000,-33.000,-22.000,-15.000,-26.000,-17.000,-4.000,-4.000,-6.000,-10.000,-2.000,-1.000,3.000,0.000,4.000,-2.000,-2.000,-5.000,2.000,-8.000,0.000,-9.000,-1.000,3.000,0.000,-4.000,5.000,7.000,1.000,1.000,-6.000,-5.000,-10.000,-11.000,-5.000,2.000,2.000,-4.000,-11.000,-26.000,-2.000,-4.000,-4.000,-1.000,0.000
'[16:17:04.331 12/08/2009]',1.000,4.000,-5.000,-8.000,-12.000,-13.000,-10.000,24.000,3.000,-5.000,-8.000,-16.000,-13.000,-13.000,3.000,-1.000,1.000,3.000,-5.000,-10.000,-7.000,-41.000,-32.000,-26.000,-33.000,-24.000,-14.000,-13.000,-16.000,-18.000,-10.000,-10.000,-1.000,-11.000,-4.000,-13.000,-16.000,-4.000,-7.000,-14.000,-12.000,-12.000,-12.000,9.000,-3.000,-1.000,-5.000,-4.000,-10.000,-8.000,-12.000,-5.000,-7.000,-7.000,1.000,-7.000,-7.000,-8.000,-7.000,-20.000,-8.000,-7.000,-4.000,-4.000,0.000
