'Time and date','Fc5.','Fc3.','Fc1.','Fcz.','Fc2.','Fc4.','Fc6.','C5..','C3..','C1..','Cz..','C2..','C4..','C6..','Cp5.','Cp3.','Cp1.','Cpz.','Cp2.','Cp4.','Cp6.','Fp1.','Fpz.','Fp2.','Af7.','Af3.','Afz.','Af4.','Af8.','F7..','F5..','F3..','F1..','Fz..','F2..','F4..','F6..','F8..','Ft7.','Ft8.','T7..','T8..','T9..','T10.','Tp7.','Tp8.','P7..','P5..','P3..','P1..','Pz..','P2..','P4..','P6..','P8..','Po7.','Po3.','Poz.','Po4.','Po8.','O1..','Oz..','O2..','Iz..','EDF Annotations'
'[16:17:02.300 12/08/2009]',8.000,8.000,1.000,8.000,5.000,3.000,3.000,6.000,12.000,9.000,8.000,7.000,-3.000,-9.000,-9.000,-5.000,0.000,1.000,-1.000,0.000,8.000,-55.000,-54.000,-58.000,-45.000,-12.000,-9.000,-13.000,-33.000,-12.000,-12.000,1.000,0.000,-1.000,-2.000,-1.000,-6.000,-5.000,-1.000,10.000,4.000,22.000,-1.000,15.000,0.000,15.000,12.000,5.000,5.000,8.000,6.000,6.000,7.000,6.000,3.000,9.000,11.000,6.000,6.000,1.000,12.000,2.000,2.000,4.000,0.000
'[16:17:02.306 12/08/2009]',4.000,7.000,-2.000,4.000,3.000,2.000,3.000,5.000,9.000,6.000,6.000,5.000,-4.000,-8.000,-10.000,-6.000,-2.000,0.000,-1.000,0.000,8.000,-50.000,-50.000,-52.000,-43.000,-12.000,-7.000,-10.000,-34.000,-10.000,-12.000,1.000,1.000,1.000,0.000,1.000,-3.000,-4.000,1.000,-1.000,5.000,19.000,12.000,15.000,6.000,13.000,16.000,6.000,8.000,11.000,7.000,8.000,9.000,9.000,5.000,12.000,12.000,9.000,9.000,4.000,15.000,5.000,5.000,2.000,0.000
'[16:17:02.313 12/08/2009]',5.000,10.000,2.000,7.000,7.000,6.000,7.000,8.000,12.000,10.000,10.000,8.000,0.000,0.000,-7.000,1.000,2.000,4.000,2.000,2.000,8.000,-47.000,-47.000,-47.000,-39.000,-8.000,-4.000,-8.000,-30.000,-6.000,-6.000,5.000,5.000,5.000,4.000,4.000,-7.000,1.000,4.000,-9.000,11.000,15.000,9.000,14.000,6.000,10.000,18.000,11.000,12.000,16.000,13.000,11.000,11.000,9.000,4.000,14.000,15.000,13.000,10.000,4.000,17.000,7.000,6.000,-4.000,0.000
'[16:17:02.319 12/08/2009]',10.000,14.000,7.000,13.000,11.000,8.000,10.000,13.000,17.000,16.000,15.000,11.000,2.000,-1.000,-4.000,4.000,7.000,8.000,4.000,3.000,7.000,-46.000,-47.000,-50.000,-37.000,-6.000,-3.000,-8.000,-33.000,-3.000,-3.000,8.000,8.000,6.000,5.000,6.000,-7.000,-4.000,6.000,-5.000,11.000,13.000,8.000,13.000,11.000,8.000,20.000,13.000,13.000,17.000,14.000,12.000,10.000,8.000,3.000,16.000,16.000,13.000,9.000,3.000,20.000,9.000,8.000,12.000,0.000
'[16:17:02.325 12/08/2009]',9.000,12.000,5.000,12.000,10.000,7.000,10.000,12.000,16.000,15.000,14.000,10.000,1.000,-4.000,-5.000,2.000,6.000,8.000,5.000,3.000,6.000,-48.000,-48.000,-51.000,-38.000,-6.000,-3.000,-8.000,-28.000,-3.000,-4.000,8.000,8.000,6.000,5.000,6.000,-6.000,-1.000,7.000,-2.000,12.000,11.000,14.000,12.000,11.000,11.000,23.000,15.000,14.000,18.000,16.000,14.000,13.000,11.000,7.000,18.000,18.000,17.000,14.000,9.000,24.000,13.000,11.000,6.000,0.000
'[16:17:02.331 12/08/2009]',10.000,14.000,7.000,13.000,13.000,9.000,9.000,13.000,17.000,16.000,17.000,13.000,3.000,-2.000,-5.000,4.000,7.000,10.000,7.000,6.000,9.000,-49.000,-46.000,-51.000,-39.000,-6.000,-1.000,-7.000,-25.000,-4.000,-6.000,8.000,8.000,6.000,5.000,6.000,-12.000,-1.000,3.000,-6.000,10.000,16.000,2.000,13.000,2.000,13.000,18.000,10.000,10.000,13.000,13.000,12.000,12.000,11.000,8.000,14.000,14.000,13.000,12.000,7.000,21.000,9.000,10.000,9.000,0.000
'[16:17:02.338 12/08/2009]',4.000,8.000,3.000,9.000,8.000,5.000,3.000,6.000,9.000,10.000,11.000,8.000,-2.000,-2.000,-10.000,-2.000,0.000,3.000,1.000,2.000,6.000,-49.000,-48.000,-50.000,-40.000,-10.000,-4.000,-9.000,-32.000,-8.000,-8.000,5.000,4.000,4.000,3.000,4.000,-14.000,-4.000,0.000,7.000,4.000,16.000,7.000,13.000,4.000,11.000,13.000,4.000,5.000,7.000,7.000,7.000,8.000,8.000,5.000,12.000,11.000,8.000,8.000,1.000,18.000,5.000,6.000,11.000,0.000
'[16:17:02.344 12/08/2009]',4.000,9.000,2.000,8.000,9.000,6.000,7.000,6.000,8.000,9.000,9.000,6.000,-2.000,1.000,-11.000,-4.000,-2.000,0.000,-1.000,0.000,6.000,-46.000,-46.000,-50.000,-37.000,-7.000,-4.000,-6.000,-31.000,-3.000,-5.000,6.000,5.000,4.000,5.000,6.000,-14.000,1.000,5.000,6.000,8.000,18.000,7.000,13.000,4.000,9.000,16.000,5.000,4.000,6.000,6.000,6.000,7.000,7.000,4.000,11.000,10.000,7.000,6.000,-1.000,16.000,3.000,3.000,-5.000,0.000
'[16:17:02.350 12/08/2009]',7.000,10.000,2.000,7.000,7.000,6.000,8.000,8.000,10.000,9.000,7.000,4.000,-3.000,2.000,-9.000,-4.000,-3.000,-1.000,-2.000,-1.000,5.000,-45.000,-45.000,-49.000,-37.000,-6.000,-4.000,-8.000,-28.000,-3.000,-5.000,5.000,5.000,3.000,3.000,3.000,-20.000,2.000,5.000,1.000,6.000,13.000,9.000,12.000,5.000,7.000,17.000,5.000,4.000,7.000,6.000,5.000,6.000,6.000,4.000,13.000,11.000,7.000,6.000,1.000,16.000,4.000,5.000,11.000,0.000
'[16:17:02.356 12/08/2009]',4.000,8.000,0.000,6.000,4.000,2.000,4.000,5.000,8.000,7.000,6.000,2.000,-7.000,-2.000,-13.000,-7.000,-4.000,-2.000,-4.000,-3.000,1.000,-46.000,-49.000,-55.000,-39.000,-10.000,-7.000,-13.000,-36.000,-7.000,-9.000,2.000,2.000,0.000,-2.000,-1.000,-21.000,-7.000,1.000,-8.000,2.000,7.000,8.000,9.000,3.000,2.000,12.000,1.000,2.000,5.000,4.000,2.000,3.000,2.000,-1.000,9.000,7.000,4.000,2.000,-3.000,11.000,-2.000,0.000,-2.000,0.000
'[16:17:02.363 12/08/2009]',3.000,6.000,0.000,4.000,3.000,0.000,0.000,5.000,7.000,7.000,8.000,3.000,-7.000,-4.000,-11.000,-5.000,-3.000,-2.000,-3.000,-4.000,1.000,-47.000,-49.000,-59.000,-38.000,-10.000,-8.000,-12.000,-41.000,-5.000,-11.000,2.000,3.000,0.000,-1.000,0.000,-14.000,-11.000,3.000,-22.000,3.000,2.000,7.000,7.000,-1.000,3.000,13.000,3.000,4.000,7.000,7.000,4.000,7.000,6.000,0.000,9.000,8.000,6.000,5.000,0.000,11.000,-1.000,-1.000,-9.000,0.000
'[16:17:02.369 12/08/2009]',4.000,7.000,2.000,8.000,9.000,9.000,7.000,6.000,8.000,10.000,12.000,8.000,3.000,14.000,-10.000,-3.000,-1.000,0.000,0.000,0.000,6.000,-45.000,-47.000,-50.000,-38.000,-10.000,-6.000,-12.000,-37.000,-7.000,-13.000,3.000,2.000,1.000,0.000,1.000,-18.000,-9.000,1.000,-17.000,2.000,6.000,4.000,9.000,-1.000,7.000,10.000,0.000,1.000,3.000,5.000,3.000,5.000,4.000,0.000,4.000,5.000,3.000,3.000,-1.000,10.000,-3.000,0.000,4.000,0.000
'[16:17:02.375 12/08/2009]',0.000,2.000,-4.000,1.000,2.000,-2.000,-2.000,1.000,2.000,2.000,3.000,-1.000,-10.000,-8.000,-17.000,-12.000,-9.000,-8.000,-8.000,-7.000,0.000,-48.000,-52.000,-54.000,-41.000,-13.000,-12.000,-18.000,-35.000,-11.000,-16.000,-3.000,-3.000,-5.000,-6.000,-5.000,-22.000,-6.000,-2.000,3.000,-1.000,15.000,0.000,12.000,-5.000,6.000,3.000,-5.000,-5.000,-2.000,-1.000,-1.000,1.000,1.000,1.000,-1.000,1.000,-1.000,0.000,-3.000,4.000,-8.000,-3.000,-15.000,0.000
'[16:17:02.381 12/08/2009]',-3.000,1.000,-5.000,-1.000,1.000,-3.000,-1.000,0.000,1.000,0.000,1.000,-1.000,-10.000,-9.000,-18.000,-12.000,-11.000,-9.000,-8.000,-6.000,-1.000,-48.000,-47.000,-50.000,-39.000,-12.000,-10.000,-14.000,-32.000,-9.000,-17.000,-2.000,-3.000,-4.000,-4.000,-3.000,-15.000,-1.000,-1.000,-6.000,-1.000,9.000,-1.000,12.000,-6.000,6.000,3.000,-4.000,-4.000,-1.000,2.000,1.000,4.000,4.000,3.000,1.000,4.000,1.000,3.000,1.000,7.000,-3.000,1.000,-4.000,0.000
'[16:17:02.388 12/08/2009]',0.000,1.000,-4.000,0.000,2.000,-1.000,-2.000,2.000,3.000,2.000,3.000,0.000,-7.000,-3.000,-15.000,-8.000,-8.000,-7.000,-4.000,-3.000,2.000,-46.000,-49.000,-52.000,-39.000,-12.000,-10.000,-16.000,-37.000,-6.000,-14.000,-1.000,-2.000,-5.000,-5.000,-4.000,-19.000,-4.000,3.000,-1.000,4.000,11.000,-5.000,9.000,3.000,9.000,10.000,2.000,2.000,5.000,7.000,5.000,8.000,7.000,6.000,7.000,11.000,6.000,8.000,6.000,15.000,4.000,7.000,12.000,0.000
'[16:17:02.394 12/08/2009]',4.000,4.000,0.000,2.000,3.000,-2.000,-2.000,8.000,9.000,8.000,8.000,4.000,-6.000,-3.000,-6.000,-1.000,-2.000,-1.000,-2.000,-1.000,4.000,-44.000,-48.000,-52.000,-37.000,-10.000,-7.000,-13.000,-33.000,-4.000,-10.000,2.000,2.000,-2.000,-3.000,-2.000,-18.000,-2.000,3.000,1.000,6.000,12.000,9.000,10.000,1.000,8.000,13.000,4.000,4.000,7.000,7.000,3.000,5.000,5.000,5.000,8.000,10.000,5.000,5.000,2.000,12.000,0.000,2.000,-7.000,0.000
'[16:17:02.400 12/08/2009]',4.000,4.000,0.000,2.000,2.000,-2.000,-2.000,7.000,8.000,8.000,8.000,2.000,-9.000,-4.000,-8.000,-5.000,-4.000,-3.000,-5.000,-5.000,1.000,-45.000,-47.000,-53.000,-38.000,-12.000,-9.000,-15.000,-36.000,-7.000,-14.000,-1.000,-1.000,-5.000,-5.000,-5.000,-20.000,-6.000,0.000,-3.000,3.000,11.000,6.000,11.000,-2.000,6.000,11.000,0.000,2.000,5.000,6.000,1.000,3.000,3.000,3.000,5.000,7.000,3.000,3.000,1.000,8.000,-2.000,2.000,4.000,0.000
'[16:17:02.406 12/08/2009]',1.000,2.000,-2.000,0.000,0.000,-3.000,-1.000,4.000,6.000,6.000,6.000,1.000,-9.000,-4.000,-14.000,-9.000,-5.000,-4.000,-6.000,-5.000,-1.000,-46.000,-48.000,-52.000,-41.000,-16.000,-12.000,-18.000,-39.000,-9.000,-17.000,-4.000,-5.000,-7.000,-7.000,-7.000,-23.000,-7.000,-2.000,-8.000,0.000,11.000,-3.000,11.000,-3.000,3.000,7.000,-3.000,-3.000,2.000,3.000,-1.000,0.000,0.000,-1.000,0.000,3.000,0.000,-1.000,-3.000,3.000,-5.000,-3.000,-5.000,0.000
'[16:17:02.413 12/08/2009]',-5.000,-4.000,-7.000,-6.000,-5.000,-7.000,-3.000,-2.000,-1.000,0.000,-1.000,-4.000,-13.000,-7.000,-19.000,-14.000,-11.000,-10.000,-11.000,-9.000,-3.000,-50.000,-51.000,-52.000,-45.000,-20.000,-16.000,-22.000,-36.000,-14.000,-21.000,-10.000,-11.000,-12.000,-12.000,-11.000,-25.000,-7.000,-8.000,-10.000,-8.000,11.000,-2.000,11.000,-13.000,2.000,1.000,-9.000,-8.000,-5.000,-4.000,-6.000,-3.000,-1.000,0.000,-4.000,-2.000,-5.000,-3.000,-6.000,-2.000,-9.000,-8.000,-15.000,0.000
'[16:17:02.419 12/08/2009]',-8.000,-8.000,-12.000,-8.000,-6.000,-7.000,-1.000,-5.000,-5.000,-4.000,-5.000,-6.000,-13.000,-6.000,-21.000,-16.000,-15.000,-13.000,-12.000,-9.000,0.000,-46.000,-48.000,-55.000,-40.000,-18.000,-14.000,-16.000,-32.000,-11.000,-19.000,-9.000,-10.000,-10.000,-9.000,-8.000,-19.000,-2.000,-4.000,0.000,-4.000,10.000,1.000,13.000,-5.000,5.000,3.000,-8.000,-9.000,-6.000,-5.000,-7.000,-2.000,-1.000,1.000,-3.000,-2.000,-7.000,-5.000,-8.000,-1.000,-11.000,-8.000,-1.000,0.000
'[16:17:02.425 12/08/2009]',-7.000,-9.000,-13.000,-9.000,-7.000,-8.000,-1.000,-5.000,-6.000,-7.000,-8.000,-8.000,-15.000,-8.000,-24.000,-20.000,-20.000,-18.000,-16.000,-12.000,-5.000,-47.000,-49.000,-55.000,-40.000,-19.000,-16.000,-17.000,-31.000,-11.000,-21.000,-12.000,-13.000,-12.000,-12.000,-11.000,-23.000,-3.000,-4.000,-5.000,-6.000,11.000,3.000,14.000,-7.000,0.000,0.000,-13.000,-15.000,-12.000,-12.000,-13.000,-9.000,-7.000,-6.000,-10.000,-10.000,-13.000,-11.000,-13.000,-9.000,-19.000,-15.000,-20.000,0.000
'[16:17:02.431 12/08/2009]',-11.000,-13.000,-16.000,-13.000,-10.000,-12.000,-5.000,-9.000,-9.000,-11.000,-10.000,-12.000,-19.000,-11.000,-29.000,-23.000,-22.000,-21.000,-20.000,-15.000,-9.000,-50.000,-49.000,-52.000,-42.000,-19.000,-16.000,-20.000,-34.000,-11.000,-20.000,-11.000,-12.000,-12.000,-13.000,-12.000,-27.000,-9.000,-5.000,-17.000,-6.000,7.000,1.000,13.000,-10.000,-1.000,0.000,-10.000,-12.000,-9.000,-8.000,-9.000,-5.000,-3.000,-1.000,-6.000,-5.000,-8.000,-6.000,-7.000,-3.000,-13.000,-8.000,-9.000,0.000
'[16:17:02.438 12/08/2009]',-4.000,-5.000,-7.000,-6.000,-3.000,-4.000,1.000,1.000,0.000,-1.000,0.000,-5.000,-9.000,7.000,-19.000,-13.000,-12.000,-11.000,-11.000,-6.000,-1.000,-42.000,-44.000,-48.000,-34.000,-14.000,-9.000,-15.000,-35.000,-4.000,-11.000,-4.000,-4.000,-5.000,-6.000,-5.000,-21.000,-8.000,3.000,-31.000,0.000,6.000,2.000,11.000,-3.000,3.000,4.000,-5.000,-8.000,-5.000,-4.000,-6.000,-3.000,-2.000,-3.000,-3.000,-3.000,-9.000,-7.000,-10.000,-1.000,-16.000,-10.000,-4.000,0.000
'[16:17:02.444 12/08/2009]',-4.000,-3.000,-8.000,-7.000,-6.000,-9.000,-5.000,-4.000,-3.000,-4.000,-3.000,-9.000,-19.000,-11.000,-25.000,-18.000,-15.000,-15.000,-19.000,-18.000,-12.000,-49.000,-50.000,-57.000,-42.000,-20.000,-16.000,-18.000,-37.000,-14.000,-20.000,-10.000,-11.000,-12.000,-13.000,-13.000,-22.000,-5.000,-9.000,4.000,-11.000,11.000,-1.000,8.000,-19.000,-5.000,-5.000,-16.000,-18.000,-16.000,-14.000,-17.000,-15.000,-15.000,-14.000,-15.000,-14.000,-18.000,-18.000,-20.000,-12.000,-27.000,-24.000,-27.000,0.000
'[16:17:02.450 12/08/2009]',-15.000,-12.000,-14.000,-13.000,-13.000,-16.000,-10.000,-13.000,-10.000,-10.000,-7.000,-14.000,-27.000,-24.000,-34.000,-24.000,-20.000,-20.000,-24.000,-22.000,-15.000,-55.000,-54.000,-60.000,-49.000,-25.000,-21.000,-23.000,-42.000,-21.000,-26.000,-15.000,-16.000,-15.000,-16.000,-15.000,-29.000,-9.000,-16.000,-3.000,-17.000,1.000,-5.000,4.000,-22.000,-8.000,-9.000,-19.000,-19.000,-16.000,-14.000,-16.000,-14.000,-14.000,-13.000,-15.000,-15.000,-18.000,-16.000,-18.000,-10.000,-25.000,-21.000,-13.000,0.000
'[16:17:02.456 12/08/2009]',-17.000,-15.000,-16.000,-13.000,-11.000,-13.000,-7.000,-14.000,-12.000,-11.000,-7.000,-12.000,-21.000,-14.000,-36.000,-26.000,-20.000,-20.000,-21.000,-18.000,-11.000,-53.000,-52.000,-55.000,-47.000,-25.000,-20.000,-23.000,-38.000,-19.000,-25.000,-15.000,-16.000,-15.000,-15.000,-14.000,-25.000,-8.000,-13.000,-9.000,-14.000,5.000,-5.000,6.000,-15.000,-5.000,-7.000,-15.000,-16.000,-12.000,-10.000,-12.000,-8.000,-9.000,-8.000,-10.000,-10.000,-12.000,-10.000,-12.000,-5.000,-18.000,-13.000,-11.000,0.000
'[16:17:02.463 12/08/2009]',-14.000,-15.000,-17.000,-13.000,-9.000,-11.000,-6.000,-12.000,-11.000,-11.000,-8.000,-11.000,-17.000,-10.000,-35.000,-25.000,-19.000,-18.000,-17.000,-14.000,-6.000,-50.000,-49.000,-54.000,-44.000,-24.000,-19.000,-21.000,-32.000,-15.000,-23.000,-15.000,-16.000,-15.000,-14.000,-13.000,-22.000,-5.000,-9.000,-7.000,-11.000,8.000,-6.000,9.000,-14.000,-1.000,-2.000,-11.000,-12.000,-10.000,-7.000,-8.000,-3.000,-4.000,-3.000,-6.000,-6.000,-7.000,-5.000,-9.000,-1.000,-13.000,-9.000,-15.000,0.000
'[16:17:02.469 12/08/2009]',-12.000,-14.000,-15.000,-12.000,-6.000,-8.000,-3.000,-8.000,-9.000,-10.000,-7.000,-8.000,-13.000,-4.000,-32.000,-22.000,-16.000,-16.000,-13.000,-9.000,-1.000,-48.000,-48.000,-53.000,-41.000,-21.000,-16.000,-16.000,-30.000,-11.000,-21.000,-12.000,-13.000,-11.000,-10.000,-10.000,-17.000,-4.000,-5.000,-1.000,-4.000,12.000,-3.000,11.000,-3.000,3.000,2.000,-5.000,-6.000,-5.000,-2.000,-3.000,2.000,-1.000,0.000,-1.000,0.000,-2.000,-2.000,-6.000,5.000,-7.000,-4.000,3.000,0.000
'[16:17:02.475 12/08/2009]',-7.000,-7.000,-8.000,-5.000,-1.000,-4.000,0.000,-3.000,-3.000,-3.000,-2.000,-3.000,-8.000,0.000,-24.000,-18.000,-12.000,-13.000,-9.000,-5.000,3.000,-45.000,-45.000,-49.000,-38.000,-15.000,-12.000,-14.000,-27.000,-6.000,-14.000,-6.000,-6.000,-5.000,-5.000,-5.000,-9.000,-1.000,0.000,-1.000,0.000,14.000,-2.000,12.000,2.000,4.000,4.000,-2.000,-3.000,-2.000,1.000,0.000,3.000,2.000,0.000,2.000,4.000,1.000,1.000,-3.000,8.000,-6.000,-3.000,-8.000,0.000
'[16:17:02.481 12/08/2009]',-1.000,0.000,0.000,-1.000,2.000,-2.000,3.000,2.000,4.000,4.000,3.000,-1.000,-8.000,-2.000,-16.000,-12.000,-9.000,-9.000,-7.000,-6.000,2.000,-42.000,-43.000,-48.000,-34.000,-11.000,-9.000,-13.000,-33.000,-4.000,-11.000,-2.000,-2.000,-2.000,-4.000,-4.000,-12.000,-3.000,0.000,-3.000,1.000,12.000,8.000,10.000,0.000,3.000,6.000,1.000,-1.000,-1.000,2.000,-1.000,1.000,0.000,-2.000,3.000,6.000,0.000,-1.000,-3.000,9.000,-6.000,-4.000,-4.000,0.000
'[16:17:02.488 12/08/2009]',0.000,1.000,1.000,-3.000,0.000,-7.000,-1.000,2.000,4.000,5.000,3.000,-6.000,-15.000,-9.000,-15.000,-11.000,-7.000,-8.000,-11.000,-12.000,-6.000,-42.000,-42.000,-47.000,-36.000,-12.000,-12.000,-16.000,-39.000,-6.000,-12.000,-2.000,-2.000,-3.000,-6.000,-5.000,-20.000,-8.000,1.000,-15.000,2.000,9.000,11.000,11.000,6.000,-2.000,9.000,4.000,2.000,3.000,6.000,-1.000,0.000,-2.000,-3.000,6.000,11.000,3.000,0.000,-3.000,14.000,-4.000,-2.000,4.000,0.000
'[16:17:02.494 12/08/2009]',6.000,7.000,7.000,3.000,4.000,-2.000,2.000,10.000,11.000,12.000,9.000,0.000,-12.000,-5.000,-7.000,-4.000,0.000,0.000,-6.000,-8.000,-2.000,-36.000,-36.000,-43.000,-27.000,-6.000,-5.000,-10.000,-27.000,3.000,-5.000,5.000,4.000,3.000,0.000,1.000,-13.000,4.000,8.000,-9.000,7.000,14.000,15.000,12.000,5.000,1.000,11.000,5.000,3.000,4.000,7.000,0.000,2.000,1.000,1.000,5.000,8.000,2.000,1.000,-1.000,9.000,-6.000,-3.000,-10.000,0.000
'[16:17:02.500 12/08/2009]',6.000,6.000,5.000,3.000,5.000,-1.000,0.000,7.000,7.000,7.000,5.000,0.000,-10.000,-3.000,-11.000,-9.000,-4.000,-4.000,-8.000,-7.000,-1.000,-38.000,-39.000,-46.000,-30.000,-9.000,-9.000,-12.000,-25.000,1.000,-7.000,0.000,-1.000,-2.000,-3.000,-4.000,-15.000,5.000,4.000,-6.000,1.000,11.000,11.000,10.000,-1.000,4.000,4.000,-2.000,-3.000,-4.000,1.000,-4.000,-1.000,-2.000,-2.000,0.000,1.000,-5.000,-5.000,-5.000,4.000,-12.000,-5.000,1.000,0.000
'[16:17:02.506 12/08/2009]',-1.000,-4.000,-5.000,-6.000,-4.000,-7.000,-5.000,-3.000,-4.000,-4.000,-5.000,-8.000,-15.000,-8.000,-21.000,-22.000,-15.000,-15.000,-16.000,-14.000,-6.000,-45.000,-47.000,-52.000,-38.000,-19.000,-18.000,-20.000,-32.000,-8.000,-16.000,-11.000,-11.000,-12.000,-13.000,-12.000,-25.000,-7.000,-4.000,-17.000,-7.000,7.000,-4.000,9.000,-5.000,4.000,-5.000,-12.000,-15.000,-16.000,-10.000,-12.000,-8.000,-8.000,-7.000,-10.000,-8.000,-14.000,-12.000,-11.000,-5.000,-21.000,-12.000,-11.000,0.000
'[16:17:02.513 12/08/2009]',-10.000,-13.000,-13.000,-12.000,-7.000,-8.000,-2.000,-10.000,-12.000,-11.000,-10.000,-11.000,-14.000,-1.000,-28.000,-29.000,-21.000,-20.000,-17.000,-13.000,-4.000,-47.000,-46.000,-50.000,-40.000,-20.000,-18.000,-16.000,-30.000,-11.000,-20.000,-12.000,-13.000,-11.000,-10.000,-10.000,-21.000,-4.000,-6.000,-23.000,-10.000,-5.000,-7.000,10.000,-11.000,3.000,-4.000,-11.000,-15.000,-14.000,-10.000,-9.000,-4.000,-3.000,-5.000,-10.000,-8.000,-12.000,-8.000,-8.000,-5.000,-19.000,-11.000,-15.000,0.000
'[16:17:02.519 12/08/2009]',-10.000,-12.000,-12.000,-9.000,-3.000,-4.000,1.000,-8.000,-10.000,-9.000,-8.000,-9.000,-10.000,1.000,-28.000,-27.000,-20.000,-19.000,-17.000,-12.000,-4.000,-43.000,-44.000,-48.000,-36.000,-19.000,-17.000,-16.000,-34.000,-9.000,-19.000,-12.000,-12.000,-11.000,-12.000,-12.000,-19.000,-3.000,-4.000,0.000,-7.000,13.000,12.000,11.000,0.000,5.000,2.000,-9.000,-13.000,-11.000,-11.000,-11.000,-7.000,-4.000,-4.000,-7.000,-6.000,-13.000,-9.000,-7.000,-1.000,-17.000,-10.000,1.000,0.000
'[16:17:02.525 12/08/2009]',-7.000,-9.000,-11.000,-12.000,-11.000,-18.000,-14.000,-5.000,-9.000,-9.000,-11.000,-14.000,-24.000,-20.000,-23.000,-24.000,-21.000,-22.000,-22.000,-19.000,-11.000,-41.000,-44.000,-45.000,-33.000,-16.000,-16.000,-21.000,-40.000,-6.000,-15.000,-10.000,-10.000,-12.000,-15.000,-14.000,-19.000,-7.000,-1.000,-11.000,-3.000,8.000,4.000,9.000,0.000,-1.000,0.000,-11.000,-14.000,-13.000,-13.000,-15.000,-10.000,-9.000,-10.000,-9.000,-7.000,-15.000,-12.000,-12.000,-5.000,-20.000,-13.000,-17.000,0.000
'[16:17:02.531 12/08/2009]',-6.000,-7.000,-9.000,-12.000,-10.000,-17.000,-13.000,-5.000,-8.000,-9.000,-10.000,-14.000,-22.000,-14.000,-22.000,-24.000,-22.000,-24.000,-23.000,-19.000,-11.000,-40.000,-42.000,-47.000,-34.000,-16.000,-15.000,-23.000,-38.000,-6.000,-14.000,-9.000,-9.000,-11.000,-14.000,-13.000,-20.000,-7.000,-2.000,-21.000,-3.000,4.000,-2.000,9.000,-1.000,-2.000,-1.000,-10.000,-12.000,-12.000,-10.000,-12.000,-7.000,-7.000,-9.000,-7.000,-4.000,-12.000,-9.000,-10.000,0.000,-16.000,-11.000,-8.000,0.000
'[16:17:02.538 12/08/2009]',-3.000,-4.000,-6.000,-9.000,-7.000,-12.000,-5.000,-2.000,-3.000,-3.000,-6.000,-9.000,-16.000,-9.000,-18.000,-20.000,-16.000,-18.000,-16.000,-12.000,-4.000,-37.000,-40.000,-47.000,-31.000,-12.000,-11.000,-15.000,-26.000,-2.000,-10.000,-4.000,-4.000,-6.000,-9.000,-8.000,-14.000,2.000,2.000,-7.000,0.000,15.000,14.000,10.000,11.000,5.000,7.000,-1.000,-3.000,-2.000,0.000,-3.000,0.000,0.000,-1.000,2.000,5.000,-2.000,-1.000,-3.000,9.000,-5.000,-3.000,6.000,0.000
'[16:17:02.544 12/08/2009]',1.000,0.000,-2.000,-6.000,-4.000,-9.000,-2.000,2.000,2.000,3.000,-2.000,-5.000,-15.000,-7.000,-17.000,-16.000,-10.000,-12.000,-12.000,-10.000,-2.000,-39.000,-42.000,-47.000,-32.000,-13.000,-13.000,-14.000,-29.000,-5.000,-13.000,-5.000,-5.000,-7.000,-10.000,-9.000,-12.000,-1.000,1.000,-9.000,-2.000,11.000,12.000,10.000,3.000,0.000,5.000,-2.000,-2.000,-1.000,1.000,-3.000,-1.000,-1.000,-5.000,1.000,4.000,-1.000,-2.000,-3.000,7.000,-6.000,-4.000,-11.000,0.000
'[16:17:02.550 12/08/2009]',-1.000,-2.000,-3.000,-7.000,-5.000,-10.000,-2.000,1.000,1.000,2.000,-2.000,-7.000,-18.000,-9.000,-18.000,-15.000,-11.000,-13.000,-15.000,-14.000,-5.000,-39.000,-43.000,-49.000,-31.000,-13.000,-13.000,-15.000,-34.000,-4.000,-14.000,-5.000,-5.000,-7.000,-9.000,-7.000,-7.000,-6.000,1.000,-17.000,-2.000,9.000,6.000,10.000,2.000,-2.000,5.000,0.000,-1.000,0.000,0.000,-3.000,-2.000,-2.000,-4.000,2.000,6.000,0.000,-1.000,-1.000,9.000,-5.000,-1.000,5.000,0.000
'[16:17:02.556 12/08/2009]',-2.000,-2.000,-3.000,-6.000,-2.000,-7.000,0.000,0.000,-1.000,2.000,-1.000,-6.000,-16.000,-8.000,-19.000,-16.000,-10.000,-11.000,-13.000,-11.000,-4.000,-37.000,-39.000,-41.000,-32.000,-14.000,-11.000,-11.000,-35.000,-5.000,-15.000,-6.000,-7.000,-6.000,-6.000,-6.000,-3.000,1.000,0.000,-11.000,-2.000,13.000,4.000,11.000,1.000,4.000,4.000,-1.000,-3.000,-1.000,0.000,-2.000,1.000,1.000,-1.000,0.000,5.000,0.000,0.000,0.000,7.000,-4.000,-2.000,0.000,0.000
